id,company_number,name,method_of_combination,reported_as,functional_currency,hfm_entity_code,hfm_tax_entity,hfm_hv_code,created_at,updated_at,clean_name,tax_id,parent_id
138,31.01,Bunge Agribusiness Australia Pty. Ltd.,Consolidate,O,100.0,USD,Various,3201_Tax,2017-02-20 17:37:37.791689,2017-02-20 17:37:37.791689,bungeagribusinessaustraliaptyltd,,
139,31.02,Bunge Grain Services (Bunbury) Pty. Ltd.,Consolidate,O,100.0,AUD,32111312,3201_Tax,2017-02-20 17:37:38.124723,2017-02-20 17:37:38.124723,bungegrainservicesbunburyptyltd,,
140,31.03,Bunge Grains Services (Geelong) Pty. Ltd.,Consolidate,O,100.0,AUD,32111312,3201_Tax,2017-02-20 17:37:38.448755,2017-02-20 17:37:38.448755,bungegrainsservicesgeelongptyltd,,
141,32.11,Bunge Agribusiness Singapore Pte. Ltd.,Consolidate,O,100.0,USD,Various,3200_Tax,2017-02-20 17:37:38.787789,2017-02-20 17:37:38.787789,bungeagribusinesssingaporepteltd,,
142,32.12,PT. Bunge Agribusiness Indonesia,Consolidate,O,100.0,USD,Various,3200_Tax,2017-02-20 17:37:39.203831,2017-02-20 17:37:39.203831,ptbungeagribusinessindonesia,,
143,32.13,Bunge Agribusiness (M) Sdn. Bhd.,Consolidate,O,100.0,USD,Various,3200_Tax,2017-02-20 17:37:39.560866,2017-02-20 17:37:39.560866,bungeagribusinessmsdnbhd,,
144,32.15,Bunge (Thailand) Ltd.,Consolidate,O,100.0,USD,Various,3200_Tax,2017-02-20 17:37:39.8949,2017-02-20 17:37:39.8949,bungethailandltd,,
145,32.16,Grains and Industrial Products Trading Pte. Ltd.,Consolidate,O,100.0,USD,Various,3200_Tax,2017-02-20 17:37:40.218932,2017-02-20 17:37:40.218932,grainsandindustrialproductstradingpteltd,,
146,32.17,Bunge Agribusiness Philippines Inc.,Consolidate,O,100.0,USD,Various,3200_Tax,2017-02-20 17:37:40.547965,2017-02-20 17:37:40.547965,bungeagribusinessphilippinesinc,,
147,32.18,Bunge Indo-China Holdings Pte. Ltd.,Consolidate,O,89.99,USD,Various,3200_Tax,2017-02-20 17:37:40.868997,2017-02-20 17:37:40.868997,bungeindochinaholdingspteltd,,
148,32.19,Bunge Subic Bay Trading Company Inc.,Consolidate,O,100.0,USD,Various,3200_Tax,2017-02-20 17:37:41.206031,2017-02-20 17:37:41.206031,bungesubicbaytradingcompanyinc,,
149,32.2,PT Bumiraya Investindo,Equity,O,35.0,IDR,32111260,3200_Tax,2017-02-20 17:37:41.532063,2017-02-20 17:37:41.532063,ptbumirayainvestindo,,
150,32.21,Echo Commodities Pte. Ltd.,Consolidate,O,100.0,USD,32111804,32111804,2017-02-20 17:37:41.870097,2017-02-20 17:37:41.870097,echocommoditiespteltd,,
297,73.01,Bunge East Africa Ltd.,Consolidate,O,1.0,USD,73011300,73011300,2017-02-20 17:38:31.049015,2017-02-20 17:38:31.049015,bungeeastafricaltd,,
151,33.01,"Bunge (Shanghai) Management Co., Ltd.",Consolidate,O,100.0,CNY,Various,"3301_Tax (before 2015)
3301_Tax_L C (after 2015)",2017-02-20 17:37:42.19513,2017-02-20 17:37:42.19513,bungeshanghaimanagementcoltd,,
152,33.02,"Bunge Sanwei Oil & Fat Co., Ltd.",Consolidate,O,61.0,CNY,"33022300 /
33023100","3302_Tax /
3302_Tax_L C",2017-02-20 17:37:42.526163,2017-02-20 17:37:42.526163,bungesanweioilfatcoltd,,
153,33.03,"Bunge (Nanjing) Grains and Oils Co.,Ltd.",Consolidate,O,66.7,CNY,"33021200 /
33023000","3302_Tax /
3302_Tax_L C",2017-02-20 17:37:42.862196,2017-02-20 17:37:42.862196,bungenanjinggrainsandoilscoltd,,
154,33.04,Bunge Chia Tai (Tianjin) Grain and Oilseeds Ltd.,Consolidate,O,79.64,CNY,33042300,"3302_Tax /
3302_Tax_L C",2017-02-20 17:37:43.19723,2017-02-20 17:37:43.19723,bungechiataitianjingrainandoilseedsltd,,
155,33.06,"Zhongxin (Dalian) Investment Consulting Co., Ltd",Consolidate,O,100.0,CNY,"33021200 /
33023000","3302_Tax /
3302_Tax_L C",2017-02-20 17:37:43.524263,2017-02-20 17:37:43.524263,zhongxindalianinvestmentconsultingcoltd,,
156,33.07,"Xinhui (Shanghai) Investment Consulting Co.,Ltd",Consolidate,O,100.0,CNY,"33021200 /
33023000","3302_Tax /
3302_Tax_L C",2017-02-20 17:37:43.850295,2017-02-20 17:37:43.850295,xinhuishanghaiinvestmentconsultingcoltd,,
157,33.08.,Taixing Zhenhua Oils & Fats Co. Ltd.,Consolidate,O,100.0,CNY,"33021200 /
33023000","3302_Tax /
3302_Tax_L C",2017-02-20 17:37:44.180328,2017-02-20 17:37:44.180328,taixingzhenhuaoilsfatscoltd,,
158,33.09,Bunge (Nanjing) Agri-Livestock Ltd.,Consolidate,O,100.0,CNY,33021900,"3302_Tax /
3302_Tax_L C",2017-02-20 17:37:44.512361,2017-02-20 17:37:44.512361,bungenanjingagrilivestockltd,,
159,33.1,Caprock Capital Ltd.,Consolidate,O,100.0,CNY,"33021200 /
33023000","3302_Tax /
3302_Tax_L C",2017-02-20 17:37:44.837394,2017-02-20 17:37:44.837394,caprockcapitalltd,,
160,33.11,Greystone Ltd.,Consolidate,O,100.0,CNY,"33021200 /
33023000","3302_Tax /
3302_Tax_L C",2017-02-20 17:37:45.163427,2017-02-20 17:37:45.163427,greystoneltd,,
161,33.13,Bunge Jiurui (Dezhou) Agri-Livestock Ltd,Consolidate,O,80.0,CNY,33021902,"3302_Tax /
3302_Tax_L C",2017-02-20 17:37:45.49646,2017-02-20 17:37:45.49646,bungejiuruidezhouagrilivestockltd,,
162,33.14,Bunge Jiurui (Linyi) Agri-Livestock Ltd,Consolidate,O,80.0,CNY,33021903,"3302_Tax /
3302_Tax_L C",2017-02-20 17:37:45.828493,2017-02-20 17:37:45.828493,bungejiuruilinyiagrilivestockltd,,
163,33.15,Long Great (Hong Kong) Ltd,Consolidate,H,100.0,CNY,33021200,"3302_Tax /
3302_Tax_L C",2017-02-20 17:37:46.162526,2017-02-20 17:37:46.162526,longgreathongkongltd,,
164,33.16,"Dalian Junyue Consulting Co., Ltd.",Consolidate,H,100.0,CNY,33021200,"3302_Tax /
3302_Tax_L C",2017-02-20 17:37:46.492559,2017-02-20 17:37:46.492559,dalianjunyueconsultingcoltd,,
165,33.17,"Nantong Junchen Investment and Consulting Co., Ltd",Consolidate,H,100.0,CNY,33021200,"3302_Tax /
3302_Tax_L C",2017-02-20 17:37:46.819592,2017-02-20 17:37:46.819592,nantongjuncheninvestmentandconsultingcoltd,,
166,33.18,"Dongguan Shenji Investments Management Co., Ltd",Consolidate,H,100.0,CNY,33021200,"3302_Tax /
3302_Tax_L C",2017-02-20 17:37:47.145625,2017-02-20 17:37:47.145625,dongguanshenjiinvestmentsmanagementcoltd,,
167,33.19,"Dongguan Shenheng Grains and Oils Co., Ltd",Consolidate,O,100.0,CNY,33021200,"3302_Tax /
3302_Tax_L C",2017-02-20 17:37:47.481658,2017-02-20 17:37:47.481658,dongguanshenhenggrainsandoilscoltd,,
168,33.2,Pebblestone Capital Ltd,Consolidate,O,100.0,CNY,33021200,"3302_Tax /
3302_Tax_L C",2017-02-20 17:37:47.825693,2017-02-20 17:37:47.825693,pebblestonecapitalltd,,
169,33.21,Clydestone Capital Ltd.,Consolidate,O,100.0,CNY,33021200,"3302_Tax /
3302_Tax_L C",2017-02-20 17:37:48.153726,2017-02-20 17:37:48.153726,clydestonecapitalltd,,
170,33.22,"Bunge (Tianjin) Management Service Co., Ltd",Consolidate,O,100.0,CNY,33052300,"3302_Tax /
3302_Tax_L C",2017-02-20 17:37:48.486759,2017-02-20 17:37:48.486759,bungetianjinmanagementservicecoltd,,
171,33.23,"Yuanming (Tianjin) Investment CO., LTD",Consolidate,H,100.0,CNY,33043100,"3302_Tax /
3302_Tax_L C",2017-02-20 17:37:48.819792,2017-02-20 17:37:48.819792,yuanmingtianjininvestmentcoltd,,
172,33.24,"Qinyuan (Tianjin) Business Consulting CO., LTD",Consolidate,H,100.0,CNY,33043100,"3302_Tax /
3302_Tax_L C",2017-02-20 17:37:49.156826,2017-02-20 17:37:49.156826,qinyuantianjinbusinessconsultingcoltd,,
173,33.25,"Qintang (Tianjin) Enterprise Management Consulting Co., Ltd",Consolidate,H,100.0,CNY,33043100,"3302_Tax /
3302_Tax_L C",2017-02-20 17:37:49.482858,2017-02-20 17:37:49.482858,qintangtianjinenterprisemanagementconsultingcoltd,,
174,33.26,"Tianjin Shuowei Foods CO., LTD",Consolidate,O,100.0,CNY,33043100,"3302_Tax /
3302_Tax_L C",2017-02-20 17:37:49.825893,2017-02-20 17:37:49.825893,tianjinshuoweifoodscoltd,,
175,34.01,Bunge Mauritius Ltd,Consolidate,H,100.0,USD,3401,3401,2017-02-20 17:37:50.154926,2017-02-20 17:37:50.154926,bungemauritiusltd,,
176,34.03,Bunge Mauritius Holdings Limited,Consolidate,H,100.0,USD,3403,3403,2017-02-20 17:37:50.477958,2017-02-20 17:37:50.477958,bungemauritiusholdingslimited,,
177,34.04,Bunge Senwes International. Ltd.,Consolidate,H,50.0,USD,72011310,72011310,2017-02-20 17:37:50.820992,2017-02-20 17:37:50.820992,bungesenwesinternationalltd,,
178,35.02,Bunge India Private Limited,Consolidate,O,99.99,INR,Various,"3502_Tax /
3502_Tax_L C",2017-02-20 17:37:51.154026,2017-02-20 17:37:51.154026,bungeindiaprivatelimited,,
179,35.04,Bunge India Trading Private Limited,Consolidate,O,99.99,INR,35021802,,2017-02-20 17:37:51.485059,2017-02-20 17:37:51.485059,bungeindiatradingprivatelimited,,
180,36.01,Bunge Vietnam Ltd.,Consolidate,O,100.0,USD,Various,3601_Tax,2017-02-20 17:37:51.820092,2017-02-20 17:37:51.820092,bungevietnamltd,,
181,36.02,Baria Joint Stock Company of Services for Import Export of Agro-forestry Products and Fertilizers,Consolidate,O,60.0,USD,36001400,36001400,2017-02-20 17:37:52.144125,2017-02-20 17:37:52.144125,bariajointstockcompanyofservicesforimportexportofagroforestryproductsandfertilizers,,
182,36.03,Bunge Agribusiness Vietnam Co. Ltd.,Consolidate,O,100.0,USD,Various,3603_Tax,2017-02-20 17:37:52.463156,2017-02-20 17:37:52.463156,bungeagribusinessvietnamcoltd,,
183,37.01,Bunge Japan K.K.,Consolidate,O,100.0,JPY,Various,3200_Tax_L C,2017-02-20 17:37:52.79519,2017-02-20 17:37:52.79519,bungejapankk,,
184,41.34,Bunge Corporation Ltd.,Consolidate,H,100.0,GBP,4134,4134,2017-02-20 17:37:53.138224,2017-02-20 17:37:53.138224,bungecorporationltd,,
185,41.35,Bunge London Ltd.,Consolidate,O,100.0,USD,Various,4135_Tax,2017-02-20 17:37:53.477258,2017-02-20 17:37:53.477258,bungelondonltd,,
186,41.38,Bunge UK Limited,Consolidate,O,100.0,GBP,41382300,41382300,2017-02-20 17:37:53.809291,2017-02-20 17:37:53.809291,bungeuklimited,,
187,41.39,Credit and Trading Company Limited,Consolidate,O,100.0,USD,41001801,41001801,2017-02-20 17:37:54.136324,2017-02-20 17:37:54.136324,creditandtradingcompanylimited,,
188,41.4,Climate Change Capital Group Limited,Consolidate,O,100.0,GBP,41021801,CCC_Tax,2017-02-20 17:37:54.465357,2017-02-20 17:37:54.465357,climatechangecapitalgrouplimited,,
189,41.41,Climate Change Holdings Limited,Consolidate,O,100.0,GBP,41021801,CCC_Tax,2017-02-20 17:37:54.80239,2017-02-20 17:37:54.80239,climatechangeholdingslimited,,
190,41.42,Climate Change Capital Limited,Consolidate,O,100.0,GBP,41021801,CCC_Tax,2017-02-20 17:37:55.136424,2017-02-20 17:37:55.136424,climatechangecapitallimited,,
191,41.43,Gulf Sugar Procurement Ltd,Consolidate,O,49.9,USD,41351364,4135_Tax,2017-02-20 17:37:55.484459,2017-02-20 17:37:55.484459,gulfsugarprocurementltd,,
192,41.45,Climate Change Capital International Limited,Consolidate,O,100.0,GBP,41021801,CCC_Tax,2017-02-20 17:37:55.805491,2017-02-20 17:37:55.805491,climatechangecapitalinternationallimited,,
193,41.46,Climate Change Advisory Limited,Consolidate,O,100.0,GBP,41021801,CCC_Tax,2017-02-20 17:37:56.132523,2017-02-20 17:37:56.132523,climatechangeadvisorylimited,,
459,,2209,,,,,,,2017-02-20 17:39:14.982408,2017-02-20 17:39:14.982408,2209,,
460,,2219,,,,,,,2017-02-20 17:39:15.30244,2017-02-20 17:39:15.30244,2219,,
194,41.47,Climate Change Finance Limited,Consolidate,O,100.0,GBP,41021801,CCC_Tax,2017-02-20 17:37:56.456556,2017-02-20 17:37:56.456556,climatechangefinancelimited,,
195,41.48,CCC Seed Capital (General Partner) Limited,Consolidate,O,100.0,GBP,41021801,CCC_Tax,2017-02-20 17:37:56.792589,2017-02-20 17:37:56.792589,cccseedcapitalgeneralpartnerlimited,,
196,41.51,CCC Carbon Services,Consolidate,O,100.0,EUR,41021801,CCC_Tax,2017-02-20 17:37:57.141624,2017-02-20 17:37:57.141624,ccccarbonservices,,
197,41.52,CCC Carbon General Partner II Limited,Consolidate,O,100.0,EUR,41021801,CCC_Tax,2017-02-20 17:37:57.471657,2017-02-20 17:37:57.471657,ccccarbongeneralpartneriilimited,,
198,41.55,Climate Change Capital Private Equity Limited,Consolidate,O,100.0,GBP,41021801,CCC_Tax,2017-02-20 17:37:57.80069,2017-02-20 17:37:57.80069,climatechangecapitalprivateequitylimited,,
199,41.56,Climate Change Capital Private Equity Co-Investment (GP) Limited,Consolidate,O,100.0,GBP,41021801,CCC_Tax,2017-02-20 17:37:58.132723,2017-02-20 17:37:58.132723,climatechangecapitalprivateequitycoinvestmentgplimited,,
200,41.57,Climate Change Capital Scotland Private Equity (GP) Limited,Consolidate,O,100.0,GBP,41021801,CCC_Tax,2017-02-20 17:37:58.481758,2017-02-20 17:37:58.481758,climatechangecapitalscotlandprivateequitygplimited,,
201,41.58,Climate Change Property Limited,Consolidate,O,100.0,GBP,41021801,CCC_Tax,2017-02-20 17:37:58.822792,2017-02-20 17:37:58.822792,climatechangepropertylimited,,
202,41.59,CCP Carried Interest (GP) Limited,Consolidate,O,100.0,GBP,41021801,CCC_Tax,2017-02-20 17:37:59.163826,2017-02-20 17:37:59.163826,ccpcarriedinterestgplimited,,
203,41.6,CCP Carried Interest LP,Consolidate,O,50.0,GBP,41021801,CCC_Tax,2017-02-20 17:37:59.50286,2017-02-20 17:37:59.50286,ccpcarriedinterestlp,,
204,41.61,CCP Co-Invest (GP) Limited,Consolidate,O,100.0,GBP,41021801,CCC_Tax,2017-02-20 17:37:59.826893,2017-02-20 17:37:59.826893,ccpcoinvestgplimited,,
205,41.62,Climate Change Property (GP) Limited,Consolidate,O,100.0,GBP,41021801,CCC_Tax,2017-02-20 17:38:00.156926,2017-02-20 17:38:00.156926,climatechangepropertygplimited,,
206,41.66,Climate Change Capital Carbon Managed Account Ltd,Consolidate,O,100.0,EUR,4101801,4101801,2017-02-20 17:38:00.482958,2017-02-20 17:38:00.482958,climatechangecapitalcarbonmanagedaccountltd,,
207,42.0,Bunge Iberica S.A.U.,Consolidate,O,100.0,EUR,Various,"4200_Tax /
4200_Tax_L C",2017-02-20 17:38:00.821992,2017-02-20 17:38:00.821992,bungeibericasau,,
208,42.04,Ergransa S.A.,Cost,O,7.55,EUR,N/A,N/A,2017-02-20 17:38:01.147025,2017-02-20 17:38:01.147025,ergransasa,,
209,42.05,Bunge Investment Iberica S.L.U.,Consolidate,H,100.0,EUR,4205,4205,2017-02-20 17:38:01.485059,2017-02-20 17:38:01.485059,bungeinvestmentibericaslu,,
210,42.08,Moyresa Girasol S.L.U.,Consolidate,O,100.0,EUR,42082300,42082300,2017-02-20 17:38:01.810091,2017-02-20 17:38:01.810091,moyresagirasolslu,,
211,42.09,Biodiesel Bilbao S.L.,Consolidate,O,100.0,EUR,42071725,42071725,2017-02-20 17:38:02.142124,2017-02-20 17:38:02.142124,biodieselbilbaosl,,
212,42.11,Huelva Belts S.L.,Equity,O,50.0,EUR,42072300,"4200_Tax /
4200_Tax_L C",2017-02-20 17:38:02.467157,2017-02-20 17:38:02.467157,huelvabeltssl,,
213,42.12,Bunge Iberica Finance S.L.U.,Consolidate,F,100.0,EUR,4210,4210,2017-02-20 17:38:02.792189,2017-02-20 17:38:02.792189,bungeibericafinanceslu,,
214,43.01,Bunge France S.A.S.,Consolidate,O,100.0,EUR,43012300,"4301_
Tax_LC",2017-02-20 17:38:03.128223,2017-02-20 17:38:03.128223,bungefrancesas,,
215,43.02,Bunge Holdings France S.A.S.,Consolidate,H,100.0,EUR,4304_eur,4304_eur,2017-02-20 17:38:03.449255,2017-02-20 17:38:03.449255,bungeholdingsfrancesas,,
216,43.1,SSI Logistics,Consolidate,H,100.0,USD,43101410,43101410,2017-02-20 17:38:03.774287,2017-02-20 17:38:03.774287,ssilogistics,,
217,45.01,Koninklijke Bunge B.V.,Consolidate,H,100.0,EUR,4501,"4501_Tax /
4501_Tax_L C",2017-02-20 17:38:04.10332,2017-02-20 17:38:04.10332,koninklijkebungebv,,
218,45.09,Bunge Cooperatief U.A.,Consolidate,H,100.0,USD,4509,4509,2017-02-20 17:38:04.422352,2017-02-20 17:38:04.422352,bungecooperatiefua,,
219,45.1,Bunge Brasil Holdings B.V.,Consolidate,H,100.0,USD,4510,4510,2017-02-20 17:38:04.760386,2017-02-20 17:38:04.760386,bungebrasilholdingsbv,,
220,45.19,Bunge Prio Cooperatief U.A.,Consolidate,H,55.0,EUR,4507,4507,2017-02-20 17:38:05.119422,2017-02-20 17:38:05.119422,bungepriocooperatiefua,,
221,45.2,Solazyme Bunge Renewable Oils Cooperatief UA,Equity,O,49.9,USD,4509,4509,2017-02-20 17:38:05.444454,2017-02-20 17:38:05.444454,solazymebungerenewableoilscooperatiefua,,
222,11.23,Bunge Finance Europe B.V.,Consolidate,F,100.0,USD,1123,1123,2017-02-20 17:38:05.772487,2017-02-20 17:38:05.772487,bungefinanceeuropebv,,
223,46.01,Bunge S.A.,Consolidate,H,100.0,USD,Various,"4601_BEME
A_Tax",2017-02-20 17:38:06.10452,2017-02-20 17:38:06.10452,bungesa,,
224,46.04,Oleina S.A.,Consolidate,O,100.0,USD,Various,4604_Tax,2017-02-20 17:38:06.441554,2017-02-20 17:38:06.441554,oleinasa,,
225,46.08,Ecoinvest Carbon S.A.,Consolidate,O,100.0,USD,46082300,4608_Tax,2017-02-20 17:38:06.781588,2017-02-20 17:38:06.781588,ecoinvestcarbonsa,,
226,46.1,Bunge Emissions Holdings S.A.R.L.,Consolidate,O,100.0,EUR,46101801,46101801,2017-02-20 17:38:07.133623,2017-02-20 17:38:07.133623,bungeemissionsholdingssarl,,
227,47.01,Bunge Handelsgesellschaft m.b.H.,Consolidate,O,100.0,EUR,Various,"4701_Tax /
4701_Tax_L C",2017-02-20 17:38:07.465657,2017-02-20 17:38:07.465657,bungehandelsgesellschaftmbh,,
228,47.04,Bunge Deutschland G.m.b.H.,Consolidate,O,100.0,EUR,Various,"4701_Tax /
4701_Tax_L C",2017-02-20 17:38:07.79869,2017-02-20 17:38:07.79869,bungedeutschlandgmbh,,
229,47.05,Teutoburger Margarinewerke GmbH,Consolidate,H,100.0,EUR,Various,"4706_Tax /
4706_Tax_L C",2017-02-20 17:38:08.119722,2017-02-20 17:38:08.119722,teutoburgermargarinewerkegmbh,,
230,47.06,Walter Rau Lebensmittelwerke G.m.b.H,Consolidate,O,100.0,EUR,Various,"4706_Tax /
4706_Tax_L C",2017-02-20 17:38:08.470757,2017-02-20 17:38:08.470757,walterraulebensmittelwerkegmbh,,
231,47.08,Butella-Werk G.m.b.H.,Consolidate,O,100.0,EUR,Various,"4706_Tax /
4706_Tax_L C",2017-02-20 17:38:08.792789,2017-02-20 17:38:08.792789,butellawerkgmbh,,
232,47.1,NEW GmbH Natur Energy West,Equity,O,25.0,EUR,4501,"4501_Tax /
4501_Tax_L C",2017-02-20 17:38:09.113821,2017-02-20 17:38:09.113821,newgmbhnaturenergywest,,
233,47.11,MBF G.m.b.H.,Consolidate,O,100.0,EUR,47112601,47112601,2017-02-20 17:38:09.441854,2017-02-20 17:38:09.441854,mbfgmbh,,
234,48.02,Bunge Italia S.p.A.,Consolidate,O,100.0,EUR,Various,"4802_Tax /
4802_Tax_L C_Tax_LC",2017-02-20 17:38:09.773887,2017-02-20 17:38:09.773887,bungeitaliaspa,,
235,48.03,Novaol S.r.l.,Consolidate,O,100.0,EUR,48031725,48031725,2017-02-20 17:38:10.117922,2017-02-20 17:38:10.117922,novaolsrl,,
236,48.04,BIO9 S.p.A.,Consolidate,O,100.0,EUR,48041725,48041725,2017-02-20 17:38:10.444954,2017-02-20 17:38:10.444954,bio9spa,,
237,49.01,Bunge Gida Sanayi ve Ticaret A.S.,Consolidate,O,100.0,USD,Various,4901_Tax,2017-02-20 17:38:10.788989,2017-02-20 17:38:10.788989,bungegidasanayiveticaretas,,
238,50.04,Bunge ZRT,Consolidate,O,100.0,HUF,Various,"5004_Tax /
5004_Tax_L C",2017-02-20 17:38:11.116022,2017-02-20 17:38:11.116022,bungezrt,,
239,50.3,Natura Margarin Kft.,Consolidate,O,100.0,HUF,50303200,50303200,2017-02-20 17:38:11.459056,2017-02-20 17:38:11.459056,naturamargarinkft,,
240,51.01,"Bunge Iberica Portugal, S.A.",Consolidate,O,99.999,EUR,51011310,"5101_Tax /
5101_Tax_L C",2017-02-20 17:38:11.790089,2017-02-20 17:38:11.790089,bungeibericaportugalsa,,
241,51.03,Biocolza -Oleos E Farinhas S.A.,Equity,O,40.0,EUR,42072300,"4200_Tax /
4200_Tax_L C",2017-02-20 17:38:12.10312,2017-02-20 17:38:12.10312,biocolzaoleosefarinhassa,,
242,52.01,Bunge Europe S.A.,Consolidate,H,80.0,EUR,52012300,52012300,2017-02-20 17:38:12.431153,2017-02-20 17:38:12.431153,bungeeuropesa,,
461,,2228,,,,,,,2017-02-20 17:39:15.631472,2017-02-20 17:39:15.631472,2228,,
462,,2400,,,,,,,2017-02-20 17:39:15.955505,2017-02-20 17:39:15.955505,2400,,
243,52.02,Climate Change Capital Carbon Fund II S.à.r.l,Consolidate,O,100.0,EUR,4081801,4081801,2017-02-20 17:38:12.770187,2017-02-20 17:38:12.770187,climatechangecapitalcarbonfundiisrl,,
244,53.02,Bunge Austria G.m.b.H.,Consolidate,O,99.96,EUR,Various,"5302_Tax /
5302_Tax_L C",2017-02-20 17:38:13.093219,2017-02-20 17:38:13.093219,bungeaustriagmbh,,
245,53.03,Novaol Austria G.m.b.H.,Consolidate,O,100.0,EUR,53032601,53032601,2017-02-20 17:38:13.418252,2017-02-20 17:38:13.418252,novaolaustriagmbh,,
246,54.01,Z.T. Kruszwica S.A.,Consolidate,O,64.22,PLN,Various,"5401_Tax /
5401_Tax_L C",2017-02-20 17:38:13.743284,2017-02-20 17:38:13.743284,ztkruszwicasa,,
247,54.06,Warsaw Mathematical Institute Sp. Z.o.o,Cost,O,100.0,PLN,4501,"4501_Tax /
4501_Tax_L C",2017-02-20 17:38:14.086319,2017-02-20 17:38:14.086319,warsawmathematicalinstitutespzoo,,
248,54.07,Walter Rau Polska Sp.z.o.o.,Consolidate,O,100.0,EUR,54063100,54063100,2017-02-20 17:38:14.422352,2017-02-20 17:38:14.422352,walterraupolskaspzoo,,
249,54.08,Bunge Polska Sp z.o.o,Consolidate,O,100.0,PLN,54303201,54303201,2017-02-20 17:38:14.752385,2017-02-20 17:38:14.752385,bungepolskaspzoo,,
250,54.11,Mauresa Sp z o.o.,Consolidate,O,100.0,PLN,54103201,5410_Tax_L C,2017-02-20 17:38:15.075417,2017-02-20 17:38:15.075417,mauresaspzoo,,
251,54.12,ZTK Property Management Sp z.o.o.,Consolidate,O,100.0,PLN,54123200,54123200,2017-02-20 17:38:15.409451,2017-02-20 17:38:15.409451,ztkpropertymanagementspzoo,,
252,55.01,LLC Bunge CIS,Consolidate,O,99.81,RUB,43022810,"5501_Tax /
5501_Tax_L C",2017-02-20 17:38:15.760486,2017-02-20 17:38:15.760486,llcbungecis,,
253,55.14,Rostov Grain Terminal LLC,Consolidate,O,100.0,RUB,55142910,55142910,2017-02-20 17:38:16.106521,2017-02-20 17:38:16.106521,rostovgrainterminalllc,,
254,56.02,PJSC DOEP,Consolidate,O,94.31,USD,Various,5602_Tax,2017-02-20 17:38:16.436554,2017-02-20 17:38:16.436554,pjscdoep,,
255,56.03,Suntrade S.E.,Consolidate,O,100.0,USD,Various,5603_Tax,2017-02-20 17:38:16.765586,2017-02-20 17:38:16.765586,suntradese,,
256,56.08,Yasli Kindergarden,Cost,O,100.0,USD,N/A,N/A,2017-02-20 17:38:17.092619,2017-02-20 17:38:17.092619,yaslikindergarden,,
257,56.09,LLC ElevatorTrade,Consolidate,O,99.0,USD,56011125,56011125,2017-02-20 17:38:17.420652,2017-02-20 17:38:17.420652,llcelevatortrade,,
258,56.1,Himtrans-Ukraine,Consolidate,O,100.0,USD,56142704,56142704,2017-02-20 17:38:17.772687,2017-02-20 17:38:17.772687,himtransukraine,,
259,56.11,Greentour-Ex LLC,Consolidate,O,100.0,USD,Various,5611_Tax,2017-02-20 17:38:18.134723,2017-02-20 17:38:18.134723,greentourexllc,,
260,56.13,LLC Railway Company “Greentrans”,Consolidate,O,90.0,UAH,56132701,56132701,2017-02-20 17:38:18.459756,2017-02-20 17:38:18.459756,llcrailwaycompanygreentrans,,
261,56.15,LLC Unitrans,Consolidate,O,99.0,UAH,56151240,56151240,2017-02-20 17:38:18.788789,2017-02-20 17:38:18.788789,llcunitrans,,
262,56.16,LLC European Transport Stevedoring Company,Consolidate,O,99.0,UAH,Various,"5616_Tax /
5616_Tax_L C_Tax_LC",2017-02-20 17:38:19.125822,2017-02-20 17:38:19.125822,llceuropeantransportstevedoringcompany,,
263,57.01,Kaliakra A.D.,Consolidate,O,99.96,BGL,Various,"5701_Tax /
5701_Tax_L C_Tax_LC",2017-02-20 17:38:19.483858,2017-02-20 17:38:19.483858,kaliakraad,,
264,58.05,Bunge Romania SRL,Consolidate,O,100.0,LEU,Various,5800_JV_Ta x / 5800_JV_Ta x_LC,2017-02-20 17:38:19.817892,2017-02-20 17:38:19.817892,bungeromaniasrl,,
