id,training_session_id,user_id,created_at,updated_at
1,1,34,56:54.3,56:54.3
2,1,35,56:54.6,56:54.6
3,18,50,56:54.8,56:54.8
4,18,62,56:55.0,56:55.0
5,49,67,56:55.3,56:55.3
6,18,142,56:55.5,56:55.5
7,18,154,56:55.8,56:55.8
8,18,160,56:56.1,56:56.1
9,49,178,56:56.3,56:56.3
10,1,185,56:56.5,56:56.5
11,18,187,56:56.8,56:56.8
12,1,230,56:57.0,56:57.0
13,1,261,56:57.3,56:57.3
14,18,287,56:57.5,56:57.5
15,1,311,56:57.8,56:57.8
16,49,388,56:58.0,56:58.0
17,1,449,56:58.3,56:58.3
18,49,486,56:58.5,56:58.5
19,49,525,56:58.8,56:58.8
20,1,528,56:59.0,56:59.0
21,18,538,56:59.3,56:59.3
22,49,556,56:59.5,56:59.5
23,1,586,56:59.8,56:59.8
24,49,595,57:00.0,57:00.0
25,49,612,57:00.4,57:00.4
26,49,619,57:00.6,57:00.6
27,49,623,57:00.9,57:00.9
28,49,790,57:01.1,57:01.1
29,16,10,57:01.4,57:01.4
30,19,62,57:01.6,57:01.6
31,41,483,57:01.9,57:01.9
32,15,85,57:02.1,57:02.1
33,19,91,57:02.4,57:02.4
34,19,142,57:02.7,57:02.7
35,19,154,57:02.9,57:02.9
36,19,160,57:03.2,57:03.2
37,19,187,57:03.4,57:03.4
38,15,190,57:03.7,57:03.7
39,15,317,57:03.9,57:03.9
40,16,360,57:04.1,57:04.1
41,16,372,57:04.4,57:04.4
42,15,429,57:04.6,57:04.6
43,16,532,57:04.9,57:04.9
44,19,538,57:05.1,57:05.1
45,16,691,57:05.4,57:05.4
46,16,698,57:05.6,57:05.6
47,15,708,57:05.8,57:05.8
48,16,730,57:06.1,57:06.1
49,2,33,57:06.3,57:06.3
50,27,70,57:06.6,57:06.6
51,26,110,57:06.8,57:06.8
52,27,134,57:07.1,57:07.1
53,27,217,57:07.3,57:07.3
54,26,253,57:07.6,57:07.6
55,17,347,57:07.8,57:07.8
56,17,360,57:08.1,57:08.1
57,17,361,57:08.3,57:08.3
58,26,464,57:08.6,57:08.6
59,2,521,57:08.8,57:08.8
60,26,522,57:09.1,57:09.1
61,17,532,57:09.3,57:09.3
62,27,563,57:09.5,57:09.5
63,27,580,57:09.8,57:09.8
64,17,691,57:10.0,57:10.0
65,17,730,57:10.3,57:10.3
66,27,767,57:10.5,57:10.5
67,46,515,57:10.8,57:10.8
68,46,559,57:11.0,57:11.0
69,46,561,57:11.3,57:11.3
70,46,704,57:11.5,57:11.5
71,21,50,57:11.7,57:11.7
72,21,62,57:12.0,57:12.0
73,10,148,57:12.2,57:12.2
74,10,186,57:12.5,57:12.5
75,29,326,57:12.7,57:12.7
76,52,333,57:13.0,57:13.0
77,10,352,57:13.2,57:13.2
78,10,402,57:13.5,57:13.5
79,20,465,57:13.7,57:13.7
80,10,480,57:14.0,57:14.0
81,10,513,57:14.2,57:14.2
82,20,538,57:14.4,57:14.4
83,10,550,57:14.7,57:14.7
84,10,567,57:14.9,57:14.9
85,10,590,57:15.2,57:15.2
86,10,613,57:15.4,57:15.4
87,9,624,57:15.7,57:15.7
88,20,733,57:15.9,57:15.9
89,20,741,57:16.2,57:16.2
90,29,767,57:16.4,57:16.4
91,56,78,57:16.6,57:16.6
92,56,306,57:16.9,57:16.9
93,56,406,57:17.2,57:17.2
94,56,544,57:17.4,57:17.4
95,56,632,57:17.6,57:17.6
96,56,29,57:17.9,57:17.9
97,56,75,57:18.1,57:18.1
98,56,549,57:18.4,57:18.4
99,56,433,57:18.6,57:18.6
100,56,375,57:18.9,57:18.9
101,56,162,57:19.1,57:19.1
102,56,77,57:19.4,57:19.4
103,56,357,57:19.6,57:19.6
104,55,165,57:19.8,57:19.8
105,55,158,57:20.1,57:20.1
106,55,607,57:20.3,57:20.3
107,55,587,57:20.6,57:20.6
108,55,769,57:20.8,57:20.8
109,55,410,57:21.0,57:21.0
110,55,597,57:21.3,57:21.3
111,55,342,57:21.5,57:21.5
112,55,268,57:21.8,57:21.8
113,55,677,57:22.0,57:22.0
114,55,455,57:22.3,57:22.3
115,55,378,57:22.5,57:22.5
116,55,403,57:22.8,57:22.8
117,55,318,57:23.0,57:23.0
118,55,69,57:23.2,57:23.2
119,55,638,57:23.5,57:23.5
120,52,654,57:23.7,57:23.7
121,52,427,57:24.0,57:24.0
122,52,689,57:24.3,57:24.3
123,52,496,57:24.5,57:24.5
124,52,319,57:24.8,57:24.8
125,52,241,57:25.0,57:25.0
126,52,472,57:25.2,57:25.2
127,52,198,57:25.5,57:25.5
128,52,692,57:25.7,57:25.7
129,52,80,57:26.0,57:26.0
130,52,630,57:26.2,57:26.2
131,52,104,57:26.5,57:26.5
132,52,772,57:26.7,57:26.7
133,53,523,57:26.9,57:26.9
134,53,303,57:27.2,57:27.2
135,54,495,57:27.4,57:27.4
136,54,92,57:27.7,57:27.7
137,54,437,57:27.9,57:27.9
138,54,381,57:28.2,57:28.2
139,54,367,57:28.4,57:28.4
140,54,204,57:28.6,57:28.6
141,54,411,57:28.9,57:28.9
142,54,233,57:29.1,57:29.1
143,54,325,57:29.4,57:29.4
144,54,674,57:29.6,57:29.6
145,54,275,57:29.9,57:29.9
146,54,302,57:30.2,57:30.2
147,54,225,57:30.4,57:30.4
148,54,592,57:30.7,57:30.7
149,57,11278,57:30.9,57:30.9
150,57,520,57:31.2,57:31.2
151,57,235,57:31.4,57:31.4
152,57,9661,57:31.7,57:31.7
153,57,11687,57:31.9,57:31.9
154,57,6317,57:32.1,57:32.1
155,57,3175,57:32.4,57:32.4
156,57,12252,57:32.6,57:32.6
157,57,4068,57:32.9,57:32.9
158,57,277,57:33.1,57:33.1
159,57,2072,57:33.4,57:33.4
160,57,6011,57:33.6,57:33.6
161,57,1195,57:33.9,57:33.9
162,57,8496,57:34.1,57:34.1
163,58,815,57:34.4,57:34.4
164,58,106,57:34.6,57:34.6
165,58,817,57:34.8,57:34.8
166,58,13718,57:35.1,57:35.1
167,58,533,57:35.3,57:35.3
168,58,12499,57:35.6,57:35.6
169,58,384,57:35.8,57:35.8
170,58,197,57:36.1,57:36.1
171,58,822,57:36.3,57:36.3
172,58,212,57:36.5,57:36.5
173,58,9669,57:36.8,57:36.8
174,59,134,57:37.1,57:37.1
175,59,456,57:37.3,57:37.3
176,59,419,57:37.5,57:37.5
177,59,163,57:37.8,57:37.8
178,59,820,57:38.0,57:38.0
179,59,529,57:38.3,57:38.3
180,59,713,57:38.5,57:38.5
181,59,436,57:38.8,57:38.8
182,59,2324,57:39.0,57:39.0
183,60,686,57:39.4,57:39.4
184,60,393,57:39.7,57:39.7
185,60,626,57:39.9,57:39.9
186,60,135,57:40.2,57:40.2
187,60,289,57:40.4,57:40.4
188,60,787,57:40.7,57:40.7
189,60,519,57:40.9,57:40.9
190,60,552,57:41.2,57:41.2
191,61,346,57:41.4,57:41.4
192,61,331,57:41.6,57:41.6
193,61,7592,57:41.9,57:41.9
194,61,141,57:42.1,57:42.1
195,61,170,57:42.4,57:42.4
196,61,785,57:42.6,57:42.6
197,61,534,57:42.9,57:42.9
198,61,3288,57:43.1,57:43.1
199,61,124,57:43.4,57:43.4
200,61,228,57:43.6,57:43.6
201,62,616,57:43.8,57:43.8
202,62,814,57:44.1,57:44.1
203,62,816,57:44.3,57:44.3
204,62,7584,57:44.6,57:44.6
205,62,823,57:44.8,57:44.8
206,62,11177,57:45.1,57:45.1
207,62,6396,57:45.3,57:45.3
208,62,11914,57:45.6,57:45.6
209,62,5037,57:45.8,57:45.8
210,62,4645,57:46.1,57:46.1
211,62,4,57:46.3,57:46.3
212,62,3288,57:46.6,57:46.6
213,62,2569,57:46.8,57:46.8
214,62,2953,57:47.1,57:47.1
215,59,384,57:47.3,57:47.3
216,60,687,57:47.6,57:47.6
217,61,195,57:47.8,57:47.8
218,61,572,57:48.1,57:48.1
219,1,203,57:48.4,57:48.4
220,1,726,57:48.6,57:48.6
221,1,107,57:48.9,57:48.9
222,1,526,57:49.1,57:49.1
223,1,28,57:49.5,57:49.5
224,1,663,57:49.7,57:49.7
225,11,1,57:49.9,57:49.9
226,11,81,57:50.2,57:50.2
227,11,51,57:50.5,57:50.5
228,11,79,57:50.7,57:50.7
229,11,99,57:50.9,57:50.9
230,11,139,57:51.2,57:51.2
231,11,193,57:51.4,57:51.4
232,11,582,57:51.7,57:51.7
233,11,106,57:51.9,57:51.9
234,11,310,57:52.2,57:52.2
235,11,363,57:52.4,57:52.4
236,11,401,57:52.7,57:52.7
237,11,407,57:52.9,57:52.9
238,11,422,57:53.2,57:53.2
239,11,497,57:53.4,57:53.4
240,11,479,57:53.7,57:53.7
241,11,510,57:53.9,57:53.9
242,11,534,57:54.1,57:54.1
243,11,539,57:54.4,57:54.4
244,11,624,57:54.6,57:54.6
245,11,658,57:54.9,57:54.9
246,11,703,57:55.1,57:55.1
247,11,122,57:55.4,57:55.4
248,11,299,57:55.6,57:55.6
249,11,641,57:55.9,57:55.9
250,22,754,57:56.1,57:56.1
251,22,76,57:56.4,57:56.4
252,22,59,57:56.6,57:56.6
253,22,764,57:56.9,57:56.9
254,22,11,57:57.1,57:57.1
255,22,655,57:57.4,57:57.4
256,22,596,57:57.6,57:57.6
257,22,491,57:57.8,57:57.8
258,22,252,57:58.1,57:58.1
259,22,720,57:58.3,57:58.3
260,22,323,57:58.6,57:58.6
261,22,339,57:58.8,57:58.8
262,22,404,57:59.0,57:59.0
263,22,84,57:59.3,57:59.3
264,63,458,57:59.5,57:59.5
265,63,102,57:59.8,57:59.8
266,63,595,58:00.0,58:00.0
267,63,5,58:00.3,58:00.3
268,63,545,58:00.5,58:00.5
269,63,647,58:00.7,58:00.7
270,63,739,58:01.0,58:01.0
271,63,71,58:01.2,58:01.2
272,63,588,58:01.5,58:01.5
273,63,514,58:01.7,58:01.7
274,63,163,58:02.0,58:02.0
275,63,492,58:02.2,58:02.2
276,64,150,58:02.5,58:02.5
277,64,341,58:02.7,58:02.7
278,64,362,58:03.0,58:03.0
279,64,183,58:03.2,58:03.2
280,64,373,58:03.5,58:03.5
281,64,555,58:03.7,58:03.7
282,64,56,58:04.0,58:04.0
283,64,503,58:04.2,58:04.2
284,64,524,58:04.4,58:04.4
285,64,530,58:04.7,58:04.7
286,13,652,58:04.9,58:04.9
287,13,40,58:05.2,58:05.2
288,13,675,58:05.4,58:05.4
289,13,227,58:05.7,58:05.7
290,13,294,58:05.9,58:05.9
291,13,589,58:06.2,58:06.2
292,13,481,58:06.4,58:06.4
293,13,398,58:06.6,58:06.6
294,13,113,58:06.9,58:06.9
295,13,348,58:07.1,58:07.1
296,13,57,58:07.4,58:07.4
297,13,761,58:07.6,58:07.6
298,13,124,58:07.9,58:07.9
299,13,353,58:08.1,58:08.1
300,12,422,58:08.4,58:08.4
301,12,534,58:08.6,58:08.6
302,65,1,58:08.9,58:08.9
303,65,51,58:09.1,58:09.1
304,65,81,58:09.4,58:09.4
305,65,299,58:09.6,58:09.6
306,65,310,58:09.9,58:09.9
307,65,401,58:10.1,58:10.1
308,65,407,58:10.3,58:10.3
309,65,510,58:10.6,58:10.6
310,65,658,58:10.8,58:10.8
311,65,65,58:11.1,58:11.1
312,65,249,58:11.3,58:11.3
313,65,534,58:11.6,58:11.6
314,65,497,58:11.8,58:11.8
315,65,159,58:12.0,58:12.0
316,65,641,58:12.3,58:12.3
317,66,371,58:12.5,58:12.5
318,66,374,58:12.8,58:12.8
319,66,412,58:13.0,58:13.0
320,66,461,58:13.3,58:13.3
321,66,629,58:13.5,58:13.5
322,66,643,58:13.7,58:13.7
323,66,717,58:14.0,58:14.0
324,66,539,58:14.2,58:14.2
325,66,614,58:14.5,58:14.5
326,66,336,58:14.7,58:14.7
327,67,36,58:15.0,58:15.0
328,67,139,58:15.2,58:15.2
329,67,223,58:15.5,58:15.5
330,67,265,58:15.7,58:15.7
331,8,281,58:16.0,58:16.0
332,8,186,58:16.2,58:16.2
333,8,550,58:16.4,58:16.4
334,8,590,58:16.7,58:16.7
335,8,126,58:16.9,58:16.9
336,8,425,58:17.2,58:17.2
337,8,100,58:17.4,58:17.4
338,8,613,58:17.6,58:17.6
339,8,513,58:17.9,58:17.9
340,8,415,58:18.1,58:18.1
341,8,480,58:18.4,58:18.4
342,23,649,58:18.6,58:18.6
343,23,87,58:18.9,58:18.9
344,23,543,58:19.1,58:19.1
345,23,636,58:19.4,58:19.4
346,23,440,58:19.6,58:19.6
347,23,254,58:19.8,58:19.8
348,23,616,58:20.1,58:20.1
349,23,309,58:20.3,58:20.3
350,23,720,58:20.6,58:20.6
351,23,458,58:20.8,58:20.8
352,23,48,58:21.1,58:21.1
353,23,588,58:21.3,58:21.3
354,23,524,58:21.5,58:21.5
355,23,64,58:21.8,58:21.8
356,23,557,58:22.0,58:22.0
357,24,71,58:22.3,58:22.3
358,24,102,58:22.5,58:22.5
359,24,127,58:22.8,58:22.8
360,24,754,58:23.0,58:23.0
361,24,339,58:23.3,58:23.3
362,24,84,58:23.5,58:23.5
363,24,446,58:23.8,58:23.8
364,24,362,58:24.0,58:24.0
365,24,647,58:24.3,58:24.3
366,24,764,58:24.5,58:24.5
367,24,150,58:24.7,58:24.7
368,24,76,58:25.0,58:25.0
369,24,323,58:25.2,58:25.2
370,24,555,58:25.5,58:25.5
371,24,503,58:25.7,58:25.7
372,24,59,58:26.0,58:26.0
373,24,530,58:26.2,58:26.2
374,24,163,58:26.4,58:26.4
375,24,616,58:26.7,58:26.7
376,14,398,58:26.9,58:26.9
377,14,113,58:27.2,58:27.2
378,14,675,58:27.4,58:27.4
379,14,652,58:27.6,58:27.6
380,14,227,58:27.9,58:27.9
381,14,124,58:28.1,58:28.1
382,14,40,58:28.4,58:28.4
383,14,294,58:28.6,58:28.6
384,14,348,58:28.9,58:28.9
385,14,271,58:29.1,58:29.1
386,3,34,58:29.4,58:29.4
387,3,35,58:29.6,58:29.6
388,3,61,58:29.9,58:29.9
389,3,185,58:30.1,58:30.1
390,3,203,58:30.3,58:30.3
391,3,230,58:30.6,58:30.6
392,3,261,58:30.8,58:30.8
393,3,449,58:31.1,58:31.1
394,3,526,58:31.3,58:31.3
395,3,11690,58:31.6,58:31.6
396,3,586,58:31.8,58:31.8
397,3,726,58:32.1,58:32.1
398,3,740,58:32.3,58:32.3
399,2,6594,58:32.6,58:32.6
400,2,185,58:32.8,58:32.8
401,2,625,58:33.0,58:33.0
402,2,512,58:33.3,58:33.3
403,17,120,58:33.5,58:33.5
404,68,695,58:33.8,58:33.8
405,68,31,58:34.0,58:34.0
406,68,118,58:34.2,58:34.2
407,68,725,58:34.5,58:34.5
408,68,337,58:34.7,58:34.7
409,68,487,58:35.0,58:35.0
410,68,527,58:35.2,58:35.2
411,69,61,58:35.5,58:35.5
412,69,726,58:35.7,58:35.7
413,69,423,58:36.0,58:36.0
414,69,35,58:36.2,58:36.2
415,69,449,58:36.4,58:36.4
416,69,185,58:36.7,58:36.7
417,70,1709,58:37.0,58:37.0
418,70,230,58:37.2,58:37.2
419,70,33,58:37.5,58:37.5
420,71,564,58:37.7,58:37.7
421,71,516,58:37.9,58:37.9
422,71,2642,58:38.2,58:38.2
423,71,2874,58:38.4,58:38.4
424,71,3172,58:38.7,58:38.7
425,71,2640,58:38.9,58:38.9
426,71,2412,58:39.2,58:39.2
427,71,12181,58:39.4,58:39.4
428,71,6456,58:39.7,58:39.7
429,71,1694,58:40.0,58:40.0
430,71,4744,58:40.2,58:40.2
431,71,3051,58:40.5,58:40.5
432,71,585,58:40.7,58:40.7
433,71,10807,58:40.9,58:40.9
434,71,3032,58:41.2,58:41.2
435,71,3052,58:41.4,58:41.4
436,71,10028,58:41.7,58:41.7
437,71,463,58:41.9,58:41.9
438,71,1555,58:42.2,58:42.2
439,71,1695,58:42.5,58:42.5
440,34,195,58:42.7,58:42.7
441,34,128,58:43.0,58:43.0
442,34,774,58:43.2,58:43.2
443,34,346,58:43.5,58:43.5
444,34,141,58:43.7,58:43.7
445,34,130,58:44.0,58:44.0
446,34,778,58:44.2,58:44.2
447,34,471,58:44.5,58:44.5
448,34,785,58:44.8,58:44.8
449,34,747,58:45.0,58:45.0
450,34,428,58:45.3,58:45.3
451,34,2657,58:45.5,58:45.5
452,34,329,58:45.8,58:45.8
453,41,138,58:46.0,58:46.0
454,41,276,58:46.3,58:46.3
455,41,681,58:46.5,58:46.5
456,41,743,58:46.8,58:46.8
457,41,713,58:47.0,58:47.0
458,41,789,58:47.3,58:47.3
459,41,436,58:47.5,58:47.5
460,41,131,58:47.7,58:47.7
461,41,419,58:48.0,58:48.0
462,41,322,58:48.4,58:48.4
463,41,529,58:48.6,58:48.6
464,41,456,58:48.9,58:48.9
465,41,343,58:49.1,58:49.1
466,41,136,58:49.4,58:49.4
467,41,119,58:49.6,58:49.6
468,41,26,58:49.9,58:49.9
469,41,212,58:50.1,58:50.1
470,41,232,58:50.4,58:50.4
471,41,700,58:50.6,58:50.6
472,41,384,58:50.9,58:50.9
473,41,519,58:51.1,58:51.1
474,41,787,58:51.4,58:51.4
475,41,282,58:51.6,58:51.6
476,41,129,58:51.9,58:51.9
477,41,693,58:52.1,58:52.1
478,41,359,58:52.4,58:52.4
479,72,758,58:52.6,58:52.6
480,72,426,58:52.9,58:52.9
481,72,745,58:53.1,58:53.1
482,72,684,58:53.4,58:53.4
483,72,136,58:53.6,58:53.6
484,72,232,58:53.8,58:53.8
485,72,700,58:54.1,58:54.1
486,72,384,58:54.3,58:54.3
487,72,483,58:54.6,58:54.6
488,72,656,58:54.8,58:54.8
489,39,426,58:55.1,58:55.1
490,39,26,58:55.3,58:55.3
491,39,684,58:55.6,58:55.6
492,39,196,58:55.8,58:55.8
493,39,129,58:56.0,58:56.0
494,39,529,58:56.3,58:56.3
495,39,136,58:56.5,58:56.5
496,39,343,58:56.8,58:56.8
497,39,533,58:57.0,58:57.0
498,39,419,58:57.3,58:57.3
499,39,131,58:57.5,58:57.5
500,39,436,58:57.8,58:57.8
501,39,197,58:58.0,58:58.0
502,39,276,58:58.2,58:58.2
503,39,244,58:58.5,58:58.5
504,39,789,58:58.7,58:58.7
505,39,713,58:59.0,58:59.0
506,39,681,58:59.2,58:59.2
507,39,232,58:59.5,58:59.5
508,39,700,58:59.7,58:59.7
509,39,776,58:59.9,58:59.9
510,39,384,59:00.2,59:00.2
511,39,409,59:00.5,59:00.5
512,39,759,59:00.7,59:00.7
513,40,27,59:01.0,59:01.0
514,40,30,59:01.2,59:01.2
515,40,132,59:01.6,59:01.6
516,40,430,59:01.9,59:01.9
517,40,212,59:03.3,59:03.3
518,40,766,59:03.9,59:03.9
519,40,686,59:04.5,59:04.5
520,40,397,59:05.6,59:05.6
521,40,369,59:06.0,59:06.0
522,40,403,59:06.4,59:06.4
523,40,771,59:08.0,59:08.0
524,40,656,59:08.2,59:08.2
525,40,13293,59:08.5,59:08.5
526,40,289,59:08.7,59:08.7
527,40,13718,59:09.0,59:09.0
528,40,135,59:09.2,59:09.2
529,40,787,59:09.4,59:09.4
530,40,702,59:09.7,59:09.7
531,40,393,59:09.9,59:09.9
532,40,58,59:10.2,59:10.2
533,40,138,59:10.4,59:10.4
534,38,251,59:10.7,59:10.7
535,38,766,59:10.9,59:10.9
536,38,136,59:11.2,59:11.2
537,38,533,59:11.4,59:11.4
538,38,397,59:11.6,59:11.6
539,38,679,59:11.9,59:11.9
540,38,403,59:12.1,59:12.1
541,38,137,59:12.4,59:12.4
542,38,13718,59:12.6,59:12.6
543,38,687,59:12.9,59:12.9
544,38,66,59:13.1,59:13.1
545,38,132,59:13.3,59:13.3
546,38,324,59:13.6,59:13.6
547,38,787,59:13.8,59:13.8
548,38,768,59:14.1,59:14.1
549,38,289,59:14.3,59:14.3
550,36,529,59:14.6,59:14.6
551,36,232,59:14.8,59:14.8
552,36,322,59:15.0,59:15.0
553,36,681,59:15.3,59:15.3
554,36,743,59:15.5,59:15.5
555,36,419,59:15.8,59:15.8
556,36,789,59:16.0,59:16.0
557,36,343,59:16.2,59:16.2
558,36,456,59:16.5,59:16.5
559,36,618,59:16.7,59:16.7
560,36,713,59:17.0,59:17.0
561,36,58,59:17.2,59:17.2
562,41,21,59:17.5,59:17.5
563,39,21,59:17.7,59:17.7
564,37,30,59:17.9,59:17.9
565,37,251,59:18.2,59:18.2
566,37,758,59:18.4,59:18.4
567,37,131,59:18.7,59:18.7
568,37,244,59:18.9,59:18.9
569,37,71,59:19.2,59:19.2
570,37,768,59:19.4,59:19.4
571,37,775,59:19.7,59:19.7
572,37,135,59:19.9,59:19.9
573,35,228,59:20.2,59:20.2
574,35,331,59:20.4,59:20.4
575,35,689,59:20.6,59:20.6
576,35,748,59:20.9,59:20.9
577,35,788,59:21.1,59:21.1
578,35,170,59:21.4,59:21.4
579,35,128,59:21.6,59:21.6
580,35,41,59:21.9,59:21.9
581,35,572,59:22.1,59:22.1
582,35,786,59:22.4,59:22.4
583,35,194,59:22.6,59:22.6
584,33,130,59:22.9,59:22.9
585,33,141,59:23.1,59:23.1
586,33,329,59:23.3,59:23.3
587,33,346,59:23.6,59:23.6
588,33,778,59:23.8,59:23.8
589,33,785,59:24.1,59:24.1
590,33,814,59:24.3,59:24.3
591,43,256,59:24.6,59:24.6
